"cyan.gene_id","cyan.cpg_count","cyan.protein_id","cyan.chr","cyan.method","cyan.feature","cyan.start","cyan.end","cyan.score","cyan.strand","cyan.phase","cyan.CDS_ID","cyan.Parent","cyan.Description","cyan.GO.SLIM","cyan.Enzyme.Codes","cyan.Enzyme.Names","cyan.InterproScan.GO.ID"
"LOC111109449",12,"XP_022301267.1","NC_035787.1","Gnomon","CDS","9351409","9351523",".","+","0","cds45438","rna50307","acetoacetyl-CoA synthetase-like","GO:0006629;GO:0016874","EC:6.2.1.16","Acetoacetate--CoA ligase","GO:0006629;GO:0030729"
"LOC111108780",NA,"XP_022300564.1","NC_035787.1","Gnomon","CDS","9694884","9695828",".","+","0","cds45468","rna50339","uncharacterized protein LOC111108780","GO:0006464;GO:0016757","EC:2.4.2.31","NAD(+)--protein-arginine ADP-ribosyltransferase","GO:0003956;GO:0006471"
"LOC111107093",18,"XP_022297768.1","NC_035787.1","Gnomon","CDS","9963585","9963736",".","-","2","cds45489","rna50362","importin-9-like isoform X1","P:GO:0006810; F:GO:0019899","","","GO:0006886;GO:0008536"
"LOC111107977",11,"XP_022299143.1","NC_035787.1","Gnomon","CDS","10900238","10900466",".","+","1","cds45609","rna50490","importin-9-like","P:GO:0006810; F:GO:0019899","","","GO:0006886;GO:0008536"
"LOC111106237",NA,"XP_022296533.1","NC_035787.1","Gnomon","CDS","11151243","11151291",".","-","0","cds45636","rna50517","uncharacterized protein LOC111106237","","","",""
"LOC111106483",8,"XP_022296891.1","NC_035787.1","Gnomon","CDS","12110681","12110820",".","-","0","cds45741","rna50630","F-box only protein 32-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111107724",NA,"XP_022298757.1","NC_035787.1","Gnomon","CDS","12871155","12872091",".","+","0","cds45811","rna50709","LOW QUALITY PROTEIN: uncharacterized protein LOC111107724","F:GO:0003674; P:GO:0007165","","","GO:0005515;GO:0017154;GO:0071526"
"LOC111109961",9,"XP_022301947.1","NC_035787.1","Gnomon","CDS","13152093","13152138",".","-","1","cds45845","rna50743","haloacid dehalogenase-like hydrolase domain-containing 5","","","",""
"LOC111109532",NA,"XP_022301406.1","NC_035787.1","Gnomon","CDS","13328294","13328934",".","+","2","cds45869","rna50769","uncharacterized protein LOC111109532","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111106393",NA,"XP_022296761.1","NC_035787.1","Gnomon","CDS","13345783","13345878",".","-","0","cds45870","rna50771","uncharacterized protein LOC111106393 isoform X1","","","",""
"LOC111106605",NA,"XP_022297040.1","NC_035787.1","Gnomon","CDS","13745629","13747606",".","-","0","cds45901","rna50804","laccase-5-like","F:GO:0016491; F:GO:0043167","","","GO:0005507;GO:0016491;GO:0055114"
"LOC111110021",26,"XP_022302036.1","NC_035787.1","Gnomon","CDS","14839193","14839517",".","-","0","cds45998","rna50904","uncharacterized protein LOC111110021 isoform X1","","","",""
"LOC111109608",NA,"XP_022301508.1","NC_035787.1","Gnomon","CDS","15257646","15257759",".","+","0","cds46041","rna50950","haloacid dehalogenase-like hydrolase domain-containing 5","","","",""
"LOC111108481",28,"XP_022300110.1","NC_035787.1","Gnomon","CDS","15880984","15881127",".","+","0","cds46084","rna50997","potential E3 ubiquitin-protein ligase ariadne-2-like","F:GO:0003674; P:GO:0006464","","","GO:0004842;GO:0016567"
"LOC111108105",34,"XP_022299381.1","NC_035787.1","Gnomon","CDS","16036813","16036883",".","+","0","cds46100","rna51013","glutamic acid-rich protein-like","F:GO:0003677; P:GO:0006259; P:GO:0006464; P:GO:0006950; F:GO:0043167","","","GO:0003697;GO:0005525;GO:0006301;GO:0006513;GO:0061630"
"LOC111106677",10,"XP_022297162.1","NC_035787.1","Gnomon","CDS","16176680","16176775",".","+","0","cds46111","rna51025","tRNA-splicing ligase RtcB homolog","GO:0005622;GO:0006399;GO:0016874;GO:0032991","EC:6.5.1.3","RNA ligase (ATP)","GO:0003972;GO:0006388;GO:0072669"
"LOC111108322",NA,"XP_022299827.1","NC_035787.1","Gnomon","CDS","16851922","16853028",".","-","0","cds46186","rna51110","beta-1%2C3-galactosyltransferase 1-like","C:GO:0005575; P:GO:0006464; P:GO:0009058; F:GO:0016757","","","GO:0006486;GO:0008378;GO:0016020"
"LOC111108602",NA,"XP_022300293.1","NC_035787.1","Gnomon","CDS","17352972","17352988",".","+","0","cds46227","rna51163","heat shock 70 kDa protein 12A-like","","","",""
"LOC111106977",NA,"XP_022297589.1","NC_035787.1","Gnomon","CDS","17975892","17975919",".","+","0","cds46297","rna51236","galactoside 2-alpha-L-fucosyltransferase 2-like","GO:0005575;GO:0005975;GO:0006629;GO:0009058;GO:0016757","EC:2.4.1.69","Type 1 galactoside alpha-(1,2)-fucosyltransferase","GO:0001575;GO:0005975;GO:0008107;GO:0009247;GO:0016020"
"LOC111108844",NA,"XP_022300636.1","NC_035787.1","Gnomon","CDS","18298977","18301280",".","+","0","cds46330","rna51271","uncharacterized protein LOC111108844","F:GO:0003674; P:GO:0006259","","","GO:0003676;GO:0015074"
"LOC111106314",NA,"XP_022296649.1","NC_035787.1","Gnomon","CDS","18550560","18550769",".","+","0","cds46350","rna51293","uncharacterized protein LOC111106314","","","",""
"LOC111106438",76,"XP_022296817.1","NC_035787.1","Gnomon","CDS","18695786","18695834",".","+","0","cds46364","rna51307","glutamate receptor-interacting protein 1-like isoform X1","F:GO:0005198; P:GO:0007165","","","GO:0007165;GO:0030159"
"LOC111123306",NA,"XP_022321270.1","NC_035780.1","Gnomon","CDS","50005249","50005463",".","+","0","cds4562","rna5035","uncharacterized protein LOC111123306","","","",""
"LOC111109570",NA,"XP_022301453.1","NC_035787.1","Gnomon","CDS","19689118","19689278",".","-","1","cds46481","rna51434","protein shisa-5-like","","","",""
"LOC111123395",NA,"XP_022321405.1","NC_035780.1","Gnomon","CDS","50186286","50187182",".","-","0","cds4583","rna5057","uncharacterized protein LOC111123395","","","",""
"LOC111110526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111106211",NA,"XP_022296488.1","NC_035787.1","Gnomon","CDS","22935591","22935722",".","+","0","cds46794","rna51816","transcription factor IIIA-like","F:GO:0003674","","","GO:0003676"
"LOC111120854",NA,"XP_022317565.1","NC_035780.1","Gnomon","CDS","50392289","50392820",".","+","2","cds4606","rna5082","nectin-4-like","C:GO:0005575; P:GO:0007155","","","GO:0016020;GO:0098609"
"LOC111105806",131,"XP_022295907.1","NC_035787.1","Gnomon","CDS","26135679","26135699",".","+","1","cds47035","rna52082","dynein heavy chain 12%2C axonemal-like isoform X1","GO:0005856;GO:0008150;GO:0032991;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003777;GO:0005524;GO:0005874;GO:0007018;GO:0030286"
"LOC111110289",NA,"XP_022302423.1","NC_035787.1","Gnomon","CDS","27141859","27142123",".","-","0","cds47085","rna52151","uncharacterized protein LOC111110289","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111110292",47,"XP_022302426.1","NC_035787.1","Gnomon","CDS","27146182","27146421",".","+","0","cds47086","rna52152","LOW QUALITY PROTEIN: polynucleotide 5'-hydroxyl-kinase NOL9-like","","","",""
"LOC111124481",NA,"XP_022323064.1","NC_035780.1","Gnomon","CDS","50969829","50970054",".","+","0","cds4633","rna5115","protein ABHD13-like","","","",""
"LOC111120244",36,"XP_022316682.1","NC_035780.1","Gnomon","CDS","51106625","51106834",".","+","0","cds4651","rna5139","abnormal cell migration protein 38-like isoform X1","","","",""
"LOC111108111",21,"XP_022299388.1","NC_035787.1","Gnomon","CDS","28929960","28930859",".","-","0","cds47286","rna52391","uncharacterized protein LOC111108111","P:GO:0006259; P:GO:0006950; F:GO:0016798","","","GO:0006284;GO:0017065"
"LOC111110261",NA,"XP_022302390.1","NC_035787.1","Gnomon","CDS","32507638","32507641",".","+","0","cds47582","rna52703","uncharacterized protein LOC111110261","","","",""
"LOC111108511",22,"XP_022300166.1","NC_035787.1","Gnomon","CDS","32569684","32572383",".","+","0","cds47591","rna52712","zinc finger protein 3-like","F:GO:0003674","","","GO:0003676"
"LOC111137243",NA,"XP_022344335.1","NC_035780.1","Gnomon","CDS","51796501","51796508",".","+","0","cds4684","rna5181","sulfate transporter-like","C:GO:0005575; F:GO:0022857","","","GO:0008271;GO:0008272;GO:0016021;GO:0055085"
"LOC111110344",NA,"XP_022302506.1","NC_035787.1","Gnomon","CDS","33414236","33414239",".","-","0","cds47666","rna52789","uncharacterized protein LOC111110344","","","",""
"LOC111108188",1,"XP_022299562.1","NC_035787.1","Gnomon","CDS","33474726","33474809",".","+","0","cds47673","rna52796","transmembrane protein 243-like","","","",""
"LOC111110544",NA,"XP_022302796.1","NC_035787.1","Gnomon","CDS","34889056","34889324",".","-","0","cds47780","rna52917","achacin-like","F:GO:0016491","","","GO:0016491;GO:0055114"
"LOC111109510",NA,"XP_022301367.1","NC_035787.1","Gnomon","CDS","35001105","35001276",".","-","0","cds47786","rna52923","muscle M-line assembly protein unc-89-like isoform X1","","","",""
"LOC111109604",NA,"XP_022301504.1","NC_035787.1","Gnomon","CDS","35553484","35553666",".","-","0","cds47830","rna52970","uncharacterized protein LOC111109604","","","",""
"LOC111108037",92,"XP_022299230.1","NC_035787.1","Gnomon","CDS","35731444","35731542",".","+","0","cds47849","rna52989","ras guanine nucleotide exchange factor L-like","F:GO:0003674","","","GO:0005515"
"LOC111133436",NA,"XP_022337575.1","NC_035780.1","Gnomon","CDS","52237756","52238434",".","-","0","cds4703","rna5202","zinc finger CCCH-type antiviral protein 1-like","F:GO:0043167","","","GO:0046872"
"LOC111110613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111106941",NA,"XP_022297530.1","NC_035787.1","Gnomon","CDS","38895925","38895982",".","+","0","cds48171","rna53327","achacin-like","F:GO:0016491","","","GO:0016491;GO:0055114"
"LOC111107932",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111106061",NA,"XP_022296291.1","NC_035787.1","Gnomon","CDS","44623409","44623523",".","+","0","cds48648","rna53886","uncharacterized protein LOC111106061 isoform X1","F:GO:0003674; P:GO:0008150","","","GO:0051287;GO:0055114"
"LOC111109085",NA,"XP_022300881.1","NC_035787.1","Gnomon","CDS","44684179","44685226",".","-","0","cds48653","rna53891","E3 ubiquitin-protein ligase TRIM56-like","F:GO:0043167","","","GO:0008270"
"LOC111107606",NA,"XP_022298590.1","NC_035787.1","Gnomon","CDS","44789141","44789242",".","-","0","cds48662","rna53901","peroxisomal sarcosine oxidase-like","F:GO:0016491","","","GO:0016491;GO:0055114"
"LOC111105683",8,"XP_022295742.1","NC_035787.1","Gnomon","CDS","45537904","45538057",".","-","0","cds48728","rna53975","uncharacterized protein LOC111105683","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0005515;GO:0007186;GO:0016021"
"LOC111106954",27,"XP_022297556.1","NC_035787.1","Gnomon","CDS","46115347","46115491",".","+","0","cds48788","rna54036","mesoderm-specific transcript protein-like","F:GO:0003674","","","GO:0003824"
"LOC111110606",NA,"XP_022302881.1","NC_035787.1","Gnomon","CDS","46186441","46186809",".","+","0","cds48799","rna54048","LOW QUALITY PROTEIN: uncharacterized protein LOC111110606","F:GO:0003674","","","GO:0003824"
"LOC111108476",NA,"XP_022300097.1","NC_035787.1","Gnomon","CDS","46961147","46961197",".","-","0","cds48835","rna54098","xanthine dehydrogenase/oxidase-like isoform X1","F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0006118;GO:0009055;GO:0051537;GO:0055114;GO:0071949"
"LOC111107556",NA,"XP_022298525.1","NC_035787.1","Gnomon","CDS","47746340","47746529",".","-","0","cds48942","rna54209","RNA-dependent RNA polymerase 2-like isoform X1","GO:0005622;GO:0016779;GO:0032991;GO:0034641;GO:0044281","EC:2.7.7.48","RNA-directed RNA polymerase","GO:0003968;GO:0006144;GO:0031379"
"LOC111107422",153,"XP_022298324.1","NC_035787.1","Gnomon","CDS","48193625","48193712",".","-","0","cds49000","rna54272","tyrosine-protein phosphatase 99A-like isoform X1","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0005515;GO:0006470;GO:0006570"
"LOC111107237",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111106777",22,"XP_022297304.1","NC_035787.1","Gnomon","CDS","48555923","48556284",".","-","0","cds49035","rna54312","alpha-L-fucosidase-like","GO:0005975;GO:0016798;GO:0044281","EC:3.2.1.51","Alpha-L-fucosidase","GO:0004560;GO:0006004"
"LOC111109425",15,"XP_022301234.1","NC_035787.1","Gnomon","CDS","50937908","50938118",".","+","1","cds49220","rna54515","transmembrane protein 115-like","C:GO:0005575; P:GO:0016192","","","GO:0006890;GO:0016021"
"LOC111106452",NA,"XP_022296834.1","NC_035787.1","Gnomon","CDS","51007399","51007654",".","-","0","cds49229","rna54524","N-fatty-acyl-amino acid synthase/hydrolase PM20D1-like","F:GO:0003674","","","GO:0016787"
"LOC111107048",102,"XP_022297707.1","NC_035787.1","Gnomon","CDS","51127923","51127931",".","-","0","cds49238","rna54533","serine/threonine-protein kinase TBK1-like isoform X1","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111107119",NA,"XP_022297826.1","NC_035787.1","Gnomon","CDS","51523734","51523939",".","+","0","cds49284","rna54584","perlustrin-like protein","F:GO:0003674; C:GO:0005615; C:GO:0032991; P:GO:0040007","","","GO:0001558;GO:0005520;GO:0016942"
"LOC111107118",NA,"XP_022297822.1","NC_035787.1","Gnomon","CDS","51539829","51540206",".","+","0","cds49288","rna54588","neurocalcin homolog","F:GO:0043167","","","GO:0005509"
"LOC111107595",20,"XP_022298570.1","NC_035787.1","Gnomon","CDS","51797188","51797490",".","+","0","cds49309","rna54614","cadherin-like and PC-esterase domain-containing protein 1","","","",""
"LOC111119103",NA,"XP_022314658.1","NC_035780.1","Gnomon","CDS","53862649","53862874",".","-","0","cds4823","rna5348","uncharacterized protein LOC111119103 isoform X1","","","",""
"LOC111099471",33,"XP_022286470.1","NC_035780.1","Gnomon","CDS","53873125","53873227",".","+","0","cds4828","rna5353","UBX domain-containing protein 4-like","F:GO:0003674","","","GO:0005515"
"LOC111108424",30,"XP_022300003.1","NC_035787.1","Gnomon","CDS","52108361","52108488",".","+","0","cds49340","rna54649","sentrin-specific protease 8-like","F:GO:0008233","","","GO:0006508;GO:0008234"
"LOC111108246",40,"XP_022299709.1","NC_035787.1","Gnomon","CDS","52162904","52163042",".","+","0","cds49344","rna54655","UDP-D-xylose:ribitol-5-phosphate beta1%2C4-xylosyltransferase-like","","","",""
"LOC111109924",57,"XP_022301898.1","NC_035787.1","Gnomon","CDS","53040590","53041823",".","-","0","cds49468","rna54786","myoneurin-like","F:GO:0003674","","","GO:0003676"
"LOC111108024",NA,"XP_022299221.1","NC_035787.1","Gnomon","CDS","55216507","55217685",".","+","0","cds49665","rna55013","tripartite motif-containing 13-like","F:GO:0043167","","","GO:0008270"
"LOC111110183",NA,"XP_022302285.1","NC_035787.1","Gnomon","CDS","56452654","56452779",".","-","2","cds49824","rna55175","uncharacterized protein LOC111110183","","","",""
"LOC111109812",NA,"XP_022301759.1","NC_035787.1","Gnomon","CDS","57209204","57210727",".","-","0","cds49872","rna55231","cytochrome P450 1A1-like","F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111110284",NA,"XP_022302416.1","NC_035787.1","Gnomon","CDS","57222558","57227383",".","+","2","cds49873","rna55232","uncharacterized protein LOC111110284","","","",""
"LOC111110287",NA,"XP_022302421.1","NC_035787.1","Gnomon","CDS","57509587","57509784",".","-","2","cds49880","rna55240","uncharacterized protein LOC111110287","","","",""
"LOC111108310",6,"XP_022299809.1","NC_035787.1","Gnomon","CDS","59278025","59278100",".","-","0","cds50050","rna55427","uncharacterized protein LOC111108310","","","",""
"LOC111109977",23,"XP_022301976.1","NC_035787.1","Gnomon","CDS","59420098","59420150",".","-","0","cds50067","rna55444","uncharacterized protein LOC111109977","F:GO:0003674","","","GO:0046983"
"LOC111106926",5,"XP_022297514.1","NC_035787.1","Gnomon","CDS","59866230","59866576",".","-","0","cds50099","rna55479","plasma alpha-L-fucosidase-like isoform X1","GO:0005975;GO:0016798;GO:0044281","EC:3.2.1.51","Alpha-L-fucosidase","GO:0004560;GO:0006004"
"LOC111108701",14,"XP_022300446.1","NC_035787.1","Gnomon","CDS","60017004","60017149",".","-","2","cds50103","rna55487","m7GpppX diphosphatase-like","F:GO:0003674; P:GO:0034655","","","GO:0000290;GO:0016787"
"LOC111107222",97,"XP_022298014.1","NC_035787.1","Gnomon","CDS","60078431","60079351",".","-","0","cds50106","rna55490","uncharacterized protein LOC111107222","","","",""
"LOC111107813",40,"XP_022298882.1","NC_035787.1","Gnomon","CDS","60237221","60237270",".","-","0","cds50126","rna55511","LOW QUALITY PROTEIN: methyl-CpG-binding domain protein 4-like","F:GO:0003677; C:GO:0005634; P:GO:0006259; P:GO:0006950; F:GO:0016798","","","GO:0003677;GO:0005634;GO:0006284;GO:0006298;GO:0008263"
"LOC111108777",NA,"XP_022300556.1","NC_035787.1","Gnomon","CDS","60412594","60412636",".","-","0","cds50149","rna55535","haloacid dehalogenase-like hydrolase domain-containing 5 isoform X1","","","",""
"LOC111110445",NA,"XP_022302654.1","NC_035787.1","Gnomon","CDS","60461713","60461845",".","+","0","cds50154","rna55540","glutathione S-transferase 1-like","F:GO:0003674","","","GO:0005515"
"LOC111108251",NA,"XP_022299722.1","NC_035787.1","Gnomon","CDS","60542204","60544099",".","+","0","cds50161","rna55547","heat shock protein 70 B2-like","","","",""
"LOC111110350",189,"XP_022302530.1","NC_035787.1","Gnomon","CDS","60641104","60641287",".","-","2","cds50167","rna55554","LOW QUALITY PROTEIN: voltage-dependent calcium channel type D subunit alpha-1-like","C:GO:0005886; F:GO:0022857; C:GO:0032991","","","GO:0005245;GO:0005891;GO:0070588"
"LOC111108183",94,"XP_022299538.1","NC_035787.1","Gnomon","CDS","61566487","61566596",".","+","0","cds50233","rna55626","ubiquitin carboxyl-terminal hydrolase 15-like","GO:0006464;GO:0008233;GO:0009056","EC:3.4.19.12","Ubiquitinyl hydrolase 1","GO:0004843;GO:0006511;GO:0016579"
"LOC111107105",542,"XP_022297807.1","NC_035787.1","Gnomon","CDS","61775454","61775695",".","-","2","cds50242","rna55635","LOW QUALITY PROTEIN: uncharacterized protein LOC111107105","","","",""
"LOC111110288",NA,"XP_022302422.1","NC_035787.1","Gnomon","CDS","62600349","62601752",".","-","0","cds50302","rna55703","LIM domain-containing protein 1-like","","","",""
"LOC111109272",21,"XP_022301062.1","NC_035787.1","Gnomon","CDS","62684742","62684926",".","-","0","cds50305","rna55707","uncharacterized protein LOC111109272","","","",""
"LOC111108252",2,"XP_022299723.1","NC_035787.1","Gnomon","CDS","64026357","64027754",".","+","0","cds50406","rna55831","neuropeptide CCHamide-1 receptor-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111107602",29,"XP_022298584.1","NC_035787.1","Gnomon","CDS","64866905","64867123",".","-","2","cds50468","rna55907","uncharacterized protein LOC111107602 isoform X1","","","",""
"LOC111108470",35,"XP_022300087.1","NC_035787.1","Gnomon","CDS","65175911","65176096",".","+","0","cds50493","rna55935","NCK-interacting protein with SH3 domain-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111105929",1,"XP_022296136.1","NC_035787.1","Gnomon","CDS","65954893","65954963",".","-","0","cds50562","rna56012","uncharacterized protein LOC111105929","F:GO:0003723","","","GO:0003723"
"LOC111123669",11,"XP_022321878.1","NC_035780.1","Gnomon","CDS","55055424","55055570",".","+","0","cds4988","rna5534","decaprenyl-diphosphate synthase subunit 1-like isoform X1","P:GO:0006629; P:GO:0009058","","","GO:0008299"
