"turquoise.gene_id","turquoise.cpg_count","turquoise.protein_id","turquoise.chr","turquoise.method","turquoise.feature","turquoise.start","turquoise.end","turquoise.score","turquoise.strand","turquoise.phase","turquoise.CDS_ID","turquoise.Parent","turquoise.Description","turquoise.GO.SLIM","turquoise.Enzyme.Codes","turquoise.Enzyme.Names","turquoise.InterproScan.GO.ID"
"LOC111100147",NA,"XP_022287488.1","NC_035785.1","Gnomon","CDS","4177633","4177861",".","-","0","cds36692","rna40172","uncharacterized protein LOC111100147 isoform X1","","","",""
"LOC111101072",NA,"XP_022289060.1","NC_035785.1","Gnomon","CDS","4240096","4241760",".","-","0","cds36695","rna40177","uncharacterized protein LOC111101072","F:GO:0043167","","","GO:0005515;GO:0008270"
"LOC111101026",74,"XP_022288945.1","NC_035785.1","Gnomon","CDS","4293355","4293374",".","-","0","cds36701","rna40184","centrosomal protein of 126 kDa-like isoform X1","P:GO:0000278; C:GO:0005815; C:GO:0005929; P:GO:0007010; P:GO:0022607","","","GO:0005813;GO:0007052;GO:0031122;GO:0097546;GO:1905515"
"LOC111104099",28,"XP_022293558.1","NC_035780.1","Gnomon","CDS","38078656","38078807",".","+","0","cds3572","rna3937","thioredoxin domain-containing protein 5-like","P:GO:0042592","","","GO:0045454"
"LOC111101801",4,"XP_022290113.1","NC_035785.1","Gnomon","CDS","4858251","4858384",".","-","0","cds36757","rna40240","transmembrane protein 181-like isoform X1","P:GO:0002376; F:GO:0003674; C:GO:0032991","","","GO:0006955;GO:0015643;GO:0019814"
"LOC111099601",5,"XP_022286647.1","NC_035785.1","Gnomon","CDS","5021950","5023614",".","-","0","cds36766","rna40249","uncharacterized protein LOC111099601","F:GO:0043167","","","GO:0008270"
"LOC111100743",NA,"XP_022288543.1","NC_035785.1","Gnomon","CDS","5219485","5219910",".","-","0","cds36790","rna40278","myb/SANT-like DNA-binding domain-containing protein 4","C:GO:0005634; P:GO:0008219","","","GO:0005634;GO:0006915"
"LOC111099519",221,"XP_022286539.1","NC_035785.1","Gnomon","CDS","5242481","5242567",".","+","0","cds36791","rna40279","vacuolar protein sorting-associated protein 13D-like","F:GO:0003674","","","GO:0005515"
"LOC111099956",14,"XP_022287193.1","NC_035785.1","Gnomon","CDS","5333084","5333269",".","-","0","cds36798","rna40286","transmembrane and TPR repeat-containing protein 3-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111101631",NA,"XP_022289906.1","NC_035785.1","Gnomon","CDS","5998484","5999824",".","+","0","cds36823","rna40317","uncharacterized protein LOC111101631","","","",""
"LOC111100749",NA,"XP_022288549.1","NC_035785.1","Gnomon","CDS","6001180","6002316",".","+","0","cds36825","rna40319","5-hydroxytryptamine receptor 1-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111101241",NA,"XP_022289377.1","NC_035785.1","Gnomon","CDS","6120347","6120443",".","+","0","cds36834","rna40330","endochitinase A-like isoform X1","","","",""
"LOC111101078",NA,"XP_022289069.1","NC_035785.1","Gnomon","CDS","6503828","6503876",".","+","0","cds36848","rna40350","uncharacterized protein LOC111101078 isoform X1","","","",""
"LOC111101658",NA,"XP_022289952.1","NC_035785.1","Gnomon","CDS","7078989","7079282",".","-","0","cds36881","rna40392","uncharacterized protein LOC111101658","","","",""
"LOC111122940",49,"XP_022320688.1","NC_035780.1","Gnomon","CDS","38210099","38210225",".","+","0","cds3589","rna3954","rho family-interacting cell polarization regulator 2-like isoform X1","","","",""
"LOC111101652",NA,"XP_022289941.1","NC_035785.1","Gnomon","CDS","7489335","7489348",".","+","0","cds36898","rna40414","uncharacterized protein LOC111101652 isoform X1","F:GO:0003674; P:GO:0006464","","","GO:0004842;GO:0016567"
"LOC111101647",NA,"XP_022289932.1","NC_035785.1","Gnomon","CDS","7496581","7496854",".","-","1","cds36901","rna40417","uncharacterized protein LOC111101647 isoform X1","F:GO:0003674; P:GO:0006259","","","GO:0003676;GO:0015074"
"LOC111099910",NA,"XP_022287127.1","NC_035785.1","Gnomon","CDS","8190130","8190205",".","+","0","cds36932","rna40451","uncharacterized protein LOC111099910 isoform X1","","","",""
"LOC111101030",21,"XP_022288958.1","NC_035785.1","Gnomon","CDS","8245242","8245616",".","-","0","cds36938","rna40457","histone deacetylase 8-like","GO:0005654;GO:0006464;GO:0016810;GO:0032991;GO:0051276","EC:3.5.1.98","Histone deacetylase","GO:0000118;GO:0004407;GO:0016575"
"LOC111100560",NA,"XP_022288265.1","NC_035785.1","Gnomon","CDS","8309760","8310209",".","-","0","cds36945","rna40464","arachidonate 5-lipoxygenase-like isoform X1","GO:0006520;GO:0006950;GO:0016491;GO:0034641;GO:0043167","EC:1.13.11; EC:1.11.1.7; EC:1.11.1.6","Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O(2); Peroxidase; Catalase","GO:0004096;GO:0005515;GO:0006568;GO:0006804;GO:0006979;GO:0015947;GO:0016702;GO:0020037;GO:0046872;GO:0055114"
"LOC111099883",NA,"XP_022287078.1","NC_035785.1","Gnomon","CDS","8520635","8520838",".","+","0","cds36965","rna40493","GSK3-beta interaction protein-like","F:GO:0003674; P:GO:0007165; P:GO:0007267","","","GO:0051018;GO:0060828"
"LOC111101231",NA,"XP_022289363.1","NC_035785.1","Gnomon","CDS","8891108","8892268",".","+","0","cds36994","rna40523","orexin receptor type 2-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111101901",2,"XP_022290263.1","NC_035785.1","Gnomon","CDS","9301184","9302529",".","-","2","cds37023","rna40557","centromere-associated protein E-like","","","",""
"LOC111101348",4,"XP_022289510.1","NC_035785.1","Gnomon","CDS","9323334","9323909",".","-","0","cds37027","rna40561","spindle pole body component 110-like","","","",""
"LOC111101323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111101841",NA,"XP_022290168.1","NC_035785.1","Gnomon","CDS","9657630","9658748",".","-","0","cds37059","rna40600","orexin receptor type 2-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111099822",10,"XP_022286994.1","NC_035785.1","Gnomon","CDS","9823174","9823255",".","+","0","cds37079","rna40620","coiled-coil domain-containing protein 28B-like isoform X1","","","",""
"LOC111101413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111133145",38,"XP_022336960.1","NC_035780.1","Gnomon","CDS","38708830","38708976",".","-","0","cds3612","rna3981","LOW QUALITY PROTEIN: transient receptor potential cation channel subfamily M member 2-like","GO:0005575;GO:0006950;GO:0022857;GO:0034641;GO:0044281","EC:3.6.1.13","ADP-ribose diphosphatase","GO:0005261;GO:0006144;GO:0006812;GO:0006979;GO:0016021;GO:0034220;GO:0047631"
"LOC111101412",13,"XP_022289594.1","NC_035785.1","Gnomon","CDS","9876908","9877537",".","+","0","cds37086","rna40628","uncharacterized protein LOC111101412 isoform X1","","","",""
"LOC111101236",NA,"XP_022289370.1","NC_035785.1","Gnomon","CDS","9889492","9890145",".","+","0","cds37094","rna40636","uncharacterized protein LOC111101236","","","",""
"LOC111100514",NA,"XP_022288179.1","NC_035785.1","Gnomon","CDS","9998920","9998994",".","-","0","cds37114","rna40659","uncharacterized protein LOC111100514 isoform X1","","","",""
"LOC111100289",NA,"XP_022287699.1","NC_035785.1","Gnomon","CDS","10423962","10423996",".","+","0","cds37149","rna40699","uncharacterized protein LOC111100289 isoform X1","P:GO:0002376; F:GO:0003674; P:GO:0006950; P:GO:0007165","","","GO:0002218;GO:0005515;GO:0007165;GO:0032481"
"LOC111100575",2,"XP_022288303.1","NC_035785.1","Gnomon","CDS","10787805","10788356",".","+","0","cds37195","rna40753","mannosyl-oligosaccharide 1%2C2-alpha-mannosidase IA-like","GO:0005575;GO:0005975;GO:0016798;GO:0043167","EC:3.2.1.113; EC:3.2.1.24","Mannosyl-oligosaccharide 1,2-alpha-mannosidase; Alpha-mannosidase","GO:0004571;GO:0005509;GO:0005975;GO:0016020"
"LOC111101258",11,"XP_022289402.1","NC_035785.1","Gnomon","CDS","11144248","11144295",".","+","0","cds37215","rna40786","uncharacterized protein LOC111101258","","","",""
"LOC111101096",4,"XP_022289101.1","NC_035785.1","Gnomon","CDS","11431619","11431856",".","-","0","cds37248","rna40824","protein PAT1 homolog 1-like isoform X1","P:GO:0034655","","","GO:0000290"
"LOC111099923",8,"XP_022287146.1","NC_035785.1","Gnomon","CDS","11495058","11495873",".","-","0","cds37259","rna40837","uncharacterized protein LOC111099923","","","",""
"LOC111099598",10,"XP_022286643.1","NC_035785.1","Gnomon","CDS","11625339","11625467",".","+","0","cds37270","rna40849","nucleoporin Nup43-like","F:GO:0003674; C:GO:0005635; C:GO:0032991","","","GO:0005515;GO:0031080"
"LOC111099639",NA,"XP_022286709.1","NC_035785.1","Gnomon","CDS","11652818","11653384",".","+","0","cds37275","rna40855","dual specificity protein phosphatase 14-like isoform X1","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570;GO:0017017"
"LOC111101067",NA,"XP_022289051.1","NC_035785.1","Gnomon","CDS","11839378","11840397",".","-","0","cds37289","rna40872","uncharacterized protein LOC111101067","F:GO:0003700; C:GO:0005622; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111100875",38,"XP_022288719.1","NC_035785.1","Gnomon","CDS","11876435","11876623",".","-","0","cds37293","rna40876","centrosomal protein of 162 kDa-like isoform X1","","","",""
"LOC111102280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111099878",NA,"XP_022287069.1","NC_035785.1","Gnomon","CDS","12535657","12535690",".","+","0","cds37345","rna40938","uncharacterized protein LOC111099878 isoform X1","","","",""
"LOC111099734",21,"XP_022286863.1","NC_035785.1","Gnomon","CDS","12609367","12609380",".","-","0","cds37351","rna40944","uncharacterized protein LOC111099734 isoform X1","","","",""
"LOC111099470",NA,"XP_022286466.1","NC_035785.1","Gnomon","CDS","12650655","12653024",".","-","0","cds37354","rna40947","zinc finger protein 99-like","F:GO:0003674","","","GO:0003676"
"LOC111099997",NA,"XP_022287265.1","NC_035785.1","Gnomon","CDS","12656992","12658086",".","+","0","cds37355","rna40948","uncharacterized protein LOC111099997 isoform X1","","","",""
"LOC111101458",6,"XP_022289660.1","NC_035785.1","Gnomon","CDS","13232997","13233117",".","-","0","cds37389","rna40993","BLOC-1-related complex subunit 5-like","P:GO:0008150","","","GO:0032418"
"LOC111100303",8,"XP_022287733.1","NC_035785.1","Gnomon","CDS","13267522","13267846",".","+","0","cds37397","rna41001","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like isoform X1","F:GO:0003674; P:GO:0008219","","","GO:0005515;GO:0042981"
"LOC111133737",8,"XP_022338468.1","NC_035780.1","Gnomon","CDS","38977508","38977638",".","-","0","cds3636","rna4014","uncharacterized protein LOC111133737 isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111101157",28,"XP_022289211.1","NC_035785.1","Gnomon","CDS","13998601","13998708",".","+","0","cds37429","rna41041","protein BCCIP homolog","","","",""
"LOC111100403",97,"XP_022287936.1","NC_035785.1","Gnomon","CDS","14481944","14483588",".","-","0","cds37494","rna41110","uncharacterized protein LOC111100403 isoform X1","F:GO:0003723; F:GO:0043167","","","GO:0003723;GO:0008270"
"LOC111100441",6,"XP_022288046.1","NC_035785.1","Gnomon","CDS","14597134","14598102",".","+","0","cds37511","rna41127","uncharacterized protein LOC111100441","","","",""
"LOC111100420",7,"XP_022288007.1","NC_035785.1","Gnomon","CDS","14757193","14757260",".","+","2","cds37526","rna41144","uncharacterized protein LOC111100420","F:GO:0043167","","","GO:0008270"
"LOC111100413",89,"XP_022287989.1","NC_035785.1","Gnomon","CDS","15183491","15183792",".","+","2","cds37530","rna41148","LOW QUALITY PROTEIN: uncharacterized protein LOC111100413","F:GO:0043167","","","GO:0008270"
"LOC111100426",NA,"XP_022288019.1","NC_035785.1","Gnomon","CDS","14976543","14976615",".","+","0","cds37534","rna41152","far upstream element-binding protein 3-like isoform X1","F:GO:0003723","","","GO:0003723"
"LOC111100455",NA,"XP_022288070.1","NC_035785.1","Gnomon","CDS","14954353","14954495",".","-","0","cds37536","rna41158","organic cation transporter protein-like","F:GO:0003674; C:GO:0005575; P:GO:0055085","","","GO:0005215;GO:0016021;GO:0055085"
"LOC111100421",NA,"XP_022288008.1","NC_035785.1","Gnomon","CDS","15040068","15040210",".","-","0","cds37539","rna41161","organic cation transporter protein-like isoform X1","F:GO:0003674; C:GO:0005575; P:GO:0055085","","","GO:0005215;GO:0016021;GO:0055085"
"LOC111100416",21,"XP_022287996.1","NC_035785.1","Gnomon","CDS","15055363","15055545",".","+","2","cds37543","rna41167","baculoviral IAP repeat-containing protein 7-like","","","",""
"LOC111100438",NA,"XP_022288042.1","NC_035785.1","Gnomon","CDS","15274989","15275175",".","+","0","cds37567","rna41192","uncharacterized protein LOC111100438","","","",""
"LOC111100419",11,"XP_022288002.1","NC_035785.1","Gnomon","CDS","15544025","15545618",".","+","0","cds37574","rna41201","uncharacterized protein LOC111100419","F:GO:0043167","","","GO:0008270"
"LOC111100422",NA,"XP_022288012.1","NC_035785.1","Gnomon","CDS","15410803","15410984",".","-","2","cds37580","rna41207","LOW QUALITY PROTEIN: organic cation transporter protein-like","F:GO:0003674; C:GO:0005575; P:GO:0055085","","","GO:0005215;GO:0016021;GO:0055085"
"LOC111100417",NA,"XP_022287997.1","NC_035785.1","Gnomon","CDS","15428212","15428839",".","+","0","cds37582","rna41209","baculoviral IAP repeat-containing protein 7-like","","","",""
"LOC111100427",NA,"XP_022288025.1","NC_035785.1","Gnomon","CDS","15651657","15651749",".","+","0","cds37595","rna41223","tyrosine 3-monooxygenase-like","GO:0006520;GO:0016491;GO:0043167","EC:1.14.16","Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)","GO:0005506;GO:0009072;GO:0016714;GO:0055114"
"LOC111100418",NA,"XP_022287998.1","NC_035785.1","Gnomon","CDS","15729722","15729768",".","+","0","cds37601","rna41235","uncharacterized protein LOC111100418 isoform X1","","","",""
"LOC111100432",NA,"XP_022288031.1","NC_035785.1","Gnomon","CDS","15757578","15757606",".","+","0","cds37604","rna41238","baculoviral IAP repeat-containing protein 7-A-like","","","",""
"LOC111100412",6,"XP_022287986.1","NC_035785.1","Gnomon","CDS","15920176","15921907",".","-","0","cds37615","rna41255","uncharacterized protein LOC111100412","F:GO:0043167","","","GO:0008270"
"LOC111100400",NA,"XP_022287929.1","NC_035785.1","Gnomon","CDS","16000429","16000455",".","-","0","cds37621","rna41263","uncharacterized protein LOC111100400 isoform X1","","","",""
"LOC111100451",34,"XP_022288065.1","NC_035785.1","Gnomon","CDS","16109192","16109321",".","+","0","cds37629","rna41271","phosducin-like protein 3","","","",""
"LOC111100430",49,"XP_022288029.1","NC_035785.1","Gnomon","CDS","16151075","16151140",".","-","2","cds37631","rna41274","tumor susceptibility gene 101 protein-like","P:GO:0006464; P:GO:0006810","","","GO:0006464;GO:0015031"
"LOC111101550",20,"XP_022289791.1","NC_035785.1","Gnomon","CDS","16415022","16415186",".","+","0","cds37638","rna41282","uncharacterized protein LOC111101550 isoform X1","C:GO:0005694; P:GO:0007059; C:GO:0032991","","","GO:0000940;GO:0007059"
"LOC111101543",11,"XP_022289773.1","NC_035785.1","Gnomon","CDS","16450658","16450704",".","-","0","cds37655","rna41302","uncharacterized protein LOC111101543 isoform X1","","","",""
"LOC111101560",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111100814",NA,"XP_022288638.1","NC_035785.1","Gnomon","CDS","16728307","16728370",".","-","0","cds37680","rna41331","cell wall protein SED1-like","","","",""
"LOC111100485",3,"XP_022288132.1","NC_035785.1","Gnomon","CDS","16875102","16876833",".","+","0","cds37694","rna41345","uncharacterized protein LOC111100485","F:GO:0043167","","","GO:0008270"
"LOC111100486",9,"XP_022288137.1","NC_035785.1","Gnomon","CDS","16999434","17001168",".","+","0","cds37706","rna41359","uncharacterized protein LOC111100486 isoform X1","F:GO:0043167","","","GO:0008270"
"LOC111101879",2,"XP_022290231.1","NC_035785.1","Gnomon","CDS","17082908","17083043",".","+","0","cds37716","rna41371","GPI mannosyltransferase 4-like","F:GO:0016757","","","GO:0016757"
"LOC111100238",23,"XP_022287620.1","NC_035785.1","Gnomon","CDS","17170855","17171003",".","+","2","cds37721","rna41377","ATP-dependent RNA helicase HAS1-like","F:GO:0043167","","","GO:0003676;GO:0005524"
"LOC111100241",17,"XP_022287632.1","NC_035785.1","Gnomon","CDS","17184066","17184274",".","-","2","cds37722","rna41381","uncharacterized protein LOC111100241","F:GO:0043167","","","GO:0008270"
"LOC111100244",NA,"XP_022287636.1","NC_035785.1","Gnomon","CDS","17346614","17346815",".","+","0","cds37730","rna41396","beta-1%2C4-N-acetylgalactosaminyltransferase bre-4-like","P:GO:0005975; F:GO:0016757","","","GO:0005975;GO:0016757"
"LOC111100239",35,"XP_022287621.1","NC_035785.1","Gnomon","CDS","17380836","17382546",".","-","0","cds37735","rna41401","uncharacterized protein LOC111100239 isoform X1","F:GO:0043167","","","GO:0008270"
"LOC111127118",NA,"XP_022327861.1","NC_035780.1","Gnomon","CDS","39242162","39242344",".","-","0","cds3664","rna4045","nuclear receptor ROR-alpha-like isoform X1","F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0009058; C:GO:0032991; P:GO:0034641; F:GO:0043167","","","GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0008270;GO:0043565"
"LOC111099934",NA,"XP_022287169.1","NC_035785.1","Gnomon","CDS","17476541","17476600",".","-","0","cds37743","rna41409","uncharacterized protein LOC111099934","P:GO:0002376; P:GO:0006950","","","GO:0002218;GO:0032481"
"LOC111101817",11,"XP_022290141.1","NC_035785.1","Gnomon","CDS","17601594","17603328",".","-","0","cds37758","rna41424","uncharacterized protein LOC111101817","F:GO:0043167","","","GO:0008270"
"LOC111100220",11,"XP_022287587.1","NC_035785.1","Gnomon","CDS","17658125","17658220",".","+","0","cds37767","rna41435","proteasomal ATPase-associated factor 1-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111101189",4,"XP_022289266.1","NC_035785.1","Gnomon","CDS","17843275","17843502",".","+","0","cds37784","rna41453","uncharacterized protein LOC111101189","F:GO:0043167","","","GO:0008270"
"LOC111101194",13,"XP_022289277.1","NC_035785.1","Gnomon","CDS","17978987","17978996",".","-","0","cds37799","rna41468","uncharacterized protein LOC111101194","","","",""
"LOC111100552",NA,"XP_022288255.1","NC_035785.1","Gnomon","CDS","18070367","18070672",".","+","0","cds37811","rna41481","uncharacterized protein LOC111100552","","","",""
"LOC111100548",21,"XP_022288234.1","NC_035785.1","Gnomon","CDS","18133603","18135271",".","-","0","cds37820","rna41492","uncharacterized protein LOC111100548 isoform X1","F:GO:0043167","","","GO:0008270"
"LOC111099823",NA,"XP_022286996.1","NC_035785.1","Gnomon","CDS","18343436","18343838",".","-","0","cds37837","rna41510","uncharacterized protein LOC111099823","","","",""
"LOC111101169",22,"XP_022289243.1","NC_035780.1","Gnomon","CDS","4076719","4076815",".","+","0","cds375","rna400","E3 ubiquitin-protein ligase SIAH1-like","C:GO:0005634; P:GO:0009056; F:GO:0043167; P:GO:0048856","","","GO:0005515;GO:0005634;GO:0006511;GO:0007275;GO:0008270"
